Animalia,Chordata,Aves,Cuculiformes,Cuculidae ,Coccyzus,erythropthalmus,Coccyzus erythropthalmus,Cuclillo Piquinegro,Black-billed Cuckoo,,Reino: Animalia >División: Chordata >Clase: Aves >Orden: Cuculiformes >Familia: Cuculidae  >Género: Coccyzus >Especie: erythropthalmus >N. científico: Coccyzus erythropthalmus,,,,,
Animalia,Chordata,Aves,Cuculiformes,Cuculidae ,Tapera,naevia,Tapera naevia,Cuclillo Listado ,Striped Cuckoo,"Rondero, Tres Pesos, Ave de las Ánimas",Reino: Animalia >División: Chordata >Clase: Aves >Orden: Cuculiformes >Familia: Cuculidae  >Género: Tapera >Especie: naevia >N. científico: Tapera naevia,,,,,
Animalia,Chordata,Aves,Cuculiformes,Cuculidae ,Dromococcyx,phasianellus,Dromococcyx phasianellus,Cuclillo Faisán,Pheasant Cuckoo,,Reino: Animalia >División: Chordata >Clase: Aves >Orden: Cuculiformes >Familia: Cuculidae  >Género: Dromococcyx >Especie: phasianellus >N. científico: Dromococcyx phasianellus,,,,,
Animalia,Chordata,Aves,Cuculiformes,Cuculidae ,Morococcyx,erythropygus,Morococcyx erythropygus ,Cuclillo Sabanero ,Lesser Ground-Cuckoo,Horero,Reino: Animalia >División: Chordata >Clase: Aves >Orden: Cuculiformes >Familia: Cuculidae  >Género: Morococcyx >Especie: erythropygus >N. científico: Morococcyx erythropygus ,,,,,
Animalia,Chordata,Aves,Cuculiformes,Cuculidae ,Neomorphus,geoffroyi,Neomorphus geoffroyi ,Cuco Hormiguero,Rufous-vented Ground-Cuckoo ,,Reino: Animalia >División: Chordata >Clase: Aves >Orden: Cuculiformes >Familia: Cuculidae  >Género: Neomorphus >Especie: geoffroyi >N. científico: Neomorphus geoffroyi ,,,,,
Animalia,Chordata,Aves,Cuculiformes,Cuculidae ,Crotophaga,major,Crotophaga major,Garrapatero Mayor ,Greater Ani,Tijo,Reino: Animalia >División: Chordata >Clase: Aves >Orden: Cuculiformes >Familia: Cuculidae  >Género: Crotophaga >Especie: major >N. científico: Crotophaga major,,,,,
Animalia,Chordata,Aves,Cuculiformes,Cuculidae ,Crotophaga,ani,Crotophaga ani,Garrapatero Piquiliso ,Smooth-billed Ani,"Tijo, Tinco",Reino: Animalia >División: Chordata >Clase: Aves >Orden: Cuculiformes >Familia: Cuculidae  >Género: Crotophaga >Especie: ani >N. científico: Crotophaga ani,,,,,
Animalia,Chordata,Aves,Cuculiformes,Cuculidae ,Crotophaga,sulcirostris,Crotophaga sulcirostris,Garrapatero Piquiestriado ,Groove-billed Ani,"Tijo, Tinco, Zopilotillo",Reino: Animalia >División: Chordata >Clase: Aves >Orden: Cuculiformes >Familia: Cuculidae  >Género: Crotophaga >Especie: sulcirostris >N. científico: Crotophaga sulcirostris,,,,,
Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae ,Lurocalis,semitorquatus,Lurocalis semitorquatus,Añapero Colicorto,Short-tailed Nighthawk,,Reino: Animalia >División: Chordata >Clase: Aves >Orden: Caprimulgiformes >Familia: Caprimulgidae  >Género: Lurocalis >Especie: semitorquatus >N. científico: Lurocalis semitorquatus,,,,,
Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae ,Chordeiles,acutipennis,Chordeiles acutipennis,Añapero Menor ,Lesser Nighthawk,Gavilán,Reino: Animalia >División: Chordata >Clase: Aves >Orden: Caprimulgiformes >Familia: Caprimulgidae  >Género: Chordeiles >Especie: acutipennis >N. científico: Chordeiles acutipennis,,,,,
Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae ,Chordeiles,minor,Chordeiles minor,Añapero Zumbón,Common Nighthawk,,Reino: Animalia >División: Chordata >Clase: Aves >Orden: Caprimulgiformes >Familia: Caprimulgidae  >Género: Chordeiles >Especie: minor >N. científico: Chordeiles minor,,,,,
Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae ,Nyctidromus,albicollis,Nyctidromus albicollis,Tapacaminos Común ,Common Pauraque,"Cuyeo, Pucuyo",Reino: Animalia >División: Chordata >Clase: Aves >Orden: Caprimulgiformes >Familia: Caprimulgidae  >Género: Nyctidromus >Especie: albicollis >N. científico: Nyctidromus albicollis,,,,,
